question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"After a man ties another person’s shoelaces in the lively restaurant, what precise task does a different man perform before the red-shirted waitress later serves food?",165,16,0.9688,0.121,15,1,0,1.8567,0.05246,0.229,0.3879,0.8391,0,0
"While the man who has been sipping from a cup stands and bends over the TV cabinet, which tabletop game, already partly collapsed, is visible on the coffee table behind him?",233,16,0.9688,0.121,15,1,0,1.7698,0.04209,0.2052,0.3011,0.625,0,0
"During the finishing process, into what vessel does the person repeatedly pour the Holzfarbe colorant, the Shield Sanding Sealer, and later the natural shellac primer before applying them?",156,16,0.9688,0.121,15,1,0,2.1994,0.04085,0.2021,0.7307,0.8928,0,0
How is the patient positioned during the first abdominal injection compared with the later injection that uses a syringe filled with red liquid?,208,16,0.9688,0.121,15,1,0,2.1607,0.04083,0.2021,0.6919,0.894,0,0
What shared swimwear color links the boy who climbs the pool staircase early on with the young man who later walks to and dives from the 10-meter platform?,222,16,0.9688,0.121,15,1,0,2.0153,0.03818,0.1954,0.5466,0.8,0,0
"After finishing rubbing sunscreen onto the leg of the person lying on the lounge chair, which body part does the man then apply sunscreen to on the standing person by the pool?",191,16,0.9688,0.121,15,1,0,1.8553,0.0367,0.1916,0.3866,0.59,0,0
What exact wording appears both on the branded crafting kit shown at the start and on the knitting needles used later in the tutorial?,235,16,0.9688,0.121,15,1,0,2.2569,0.03537,0.1881,0.7882,0.9735,0,0
"After finishing the tooth-brushing sequence that leaves toothpaste foam around their mouth, what item does the person use to wipe their face before smiling?",134,16,0.9688,0.121,15,1,0,1.9064,0.03384,0.1839,0.4376,0.6448,0,0
"After the woman points at the peeling paint and the camera begins its room tour, what object can be seen placed on the small table?",194,16,0.9688,0.121,15,1,0,1.9151,0.03352,0.1831,0.4464,0.65,0,0
"After the earlier scissor cutting segment, what tool does the stylist employ to style the client's hair while observers watch during the later phase?",235,16,0.9688,0.121,15,1,0,2.2139,0.03273,0.1809,0.7451,0.9091,0,0
"After the woman finishes speaking and the camera drops to the ground, which natural material becomes the repeated focus—continuously brushed, scooped, squeezed, and displayed in a hand until the final logo returns?",182,16,0.9688,0.121,15,1,0,2.3133,0.03095,0.1759,0.8445,0.9466,0,0
"After filling the red wheelbarrow near the tarp-covered soil pile, where does the child later wheel it in the yard?",161,16,0.9688,0.121,15,1,0,1.6488,0.03064,0.175,0.1801,0.4143,0,0
What item that the tattooed woman methodically places on her desk earlier in the video does the hairstylist later use to dampen the seated man's hair during his haircut?,219,16,0.9688,0.121,15,1,0,2.0312,0.02892,0.17,0.5625,0.7353,0,0
"After the early walk where the handler keeps the leash hand against his stomach, what object does he later throw sideways to deliberately distract the dog during training?",184,16,0.9688,0.121,15,1,0,2.2287,0.02844,0.1686,0.7599,0.9018,0,0
What indoor training apparatus appears immediately after the outdoor scene of a skier weaving among pine trees?,157,16,0.9688,0.121,15,1,0,1.5137,0.02783,0.1668,0.045,0.3077,0,0
"After showing chord shapes such as C, F, and Bb/F, what scale-based phrase does the guitarist later demonstrate?",157,16,0.9688,0.121,15,1,0,1.7757,0.02778,0.1667,0.307,0.5,0,0
"After the manual clothes-washing scene transitions through abstract light visuals, which cleaning device is emphasized under dramatic spotlights?",232,16,0.9688,0.121,15,1,0,1.5985,0.02595,0.1611,0.1297,0.4,0,0
"After the kayak is dragged from the parking lot to the pebble beach and the paddlers later move through a reed-lined waterway, what on-screen phrase names the channel they are entering?",222,16,0.9688,0.121,15,1,0,1.8101,0.02557,0.1599,0.3414,0.45,0,0
"After completing his vigorous tooth-brushing segment, which mouth-rinse product does the man hold up and drink from during the following demonstration?",172,16,0.9688,0.121,15,1,0,2.2053,0.02479,0.1574,0.7365,0.8767,0,0
"During the series of three rip-through reveals on the brown paper backdrop at the start, which figure emerges in the third opening, and what activity are they engaged in?",235,16,0.9688,0.121,15,1,0,2.1923,0.02281,0.151,0.7236,0.9375,0,0
"After the groomer finishes brushing the West Highland White Terrier on the table, where does she move the dog for its wash?",187,16,0.9688,0.121,15,1,0,1.6866,0.02249,0.15,0.2178,0.3846,0,0
"After the backyard lesson where the woman in scrubs shows a colorful “GERMS” sheet, in which room are two girls later filmed applying her lesson, and what activity are they performing there?",167,16,0.9688,0.121,15,1,0,1.6968,0.02024,0.1423,0.228,0.4179,0,0
What safety surface cushions both the young athlete's awkward landing after losing balance and the stilt walkers' flips later in the gymnasium?,215,16,0.9688,0.121,15,1,0,1.99,0.01848,0.1359,0.5212,0.7766,0,0
"After completing the routine inside the gymnasium, where do the cheerleaders next perform their lifts and pyramid stunts?",166,16,0.9688,0.121,15,1,0,1.5626,0.01841,0.1357,0.0938,0.2778,0,0
Which three choreographers’ surnames are highlighted in both the introductory promotional text and the closing reservation frames of the video?,178,16,0.9688,0.121,15,1,0,2.4353,0.01806,0.1344,0.9665,1.0,0,0
"After the wakeboarder is shown from an aerial view struggling in the water, what do they do next?",237,16,0.9688,0.121,15,1,0,1.4688,0.01465,0.121,0.0,0.0,0,0
"Following the initial outdoor scene with four instructors, how many instructors are typically shown leading the class on elevated bikes throughout the rest of the video?",194,16,0.9375,0.2421,15,0,1,2.0033,0.29629,0.5443,0.597,0.95,0,0
"After he pours the green cocktail into the martini glass and prepares to garnish it, what colour napkin does he later place beneath the glass for presentation?",155,16,0.9375,0.2421,15,0,1,1.8499,0.19315,0.4395,0.4437,0.7667,0,0
"Immediately after the batsman powerfully hits the ball, which motionless figure with intermittently glowing green eyes is shown next?",159,16,0.9375,0.2421,15,0,1,1.8029,0.17823,0.4222,0.3654,0.8071,0,0
"After staff members secure riders into enclosed blue, red, and green tubes at the tower’s top, which color slide is later shown from the rider’s first-person perspective during the swift descent?",226,16,0.9375,0.2421,15,0,1,2.0285,0.17592,0.4194,0.591,0.85,0,0
How does the number of women actively spinning hula hoops change between the initial solo demonstration and the later studio segment featuring synchronized movements?,188,16,0.9375,0.2421,15,0,1,1.6986,0.17016,0.4125,0.2923,0.5717,0,0
Which musical instrument appears on the “L’Etoile Gagnante” box in the opening graphics and is later played live by Arnaud during the concert segment?,142,16,0.9375,0.2421,15,0,1,1.9167,0.16864,0.4107,0.4792,1.0,0,0
"After Viktor Kjaell’s interview and before Frederik Lindberg appears, the video shows a national coach; which country does he coach?",159,16,0.9375,0.2421,15,0,1,1.9096,0.15829,0.3979,0.4721,0.7895,0,0
"What colour is the suitcase carried by the woman wearing flippers as she runs ahead, just before the schoolgirls break into their synchronized stick-and-drum dance?",188,16,0.9375,0.2421,15,0,1,1.6879,0.14759,0.3842,0.2504,0.7143,0,0
"During the child's day, he first brushes his own teeth independently and later laughs as an adult guides the same brush; what color is that toothbrush?",153,16,0.9375,0.2421,15,0,1,2.082,0.14628,0.3825,0.6758,0.9016,0,0
"What item does the standing child take from the red storage bag after brushing, while the seated child tries to brush the woman’s teeth?",198,16,0.9375,0.2421,15,0,1,1.8065,0.14408,0.3796,0.369,0.7273,0,0
"During the indoor cycling demonstrations that follow the outdoor jogging scenes, which athletic shoe brand is visible when the instructor tightens the bike’s foot straps?",150,16,0.9375,0.2421,15,0,1,1.892,0.14154,0.3762,0.4545,0.7462,0,0
"After the slide announcing “III Arpinder Singh ONGC 15.89 Mtrs,” what number is shown on his bib when he later runs down the track and completes his jump?",186,16,0.9375,0.2421,15,0,1,2.1087,0.13834,0.3719,0.6712,1.0,0,0
"After the earlier swing-bar flips shown during the ""Crazy Taxi!"" segment, what bold on-screen exclamation appears while the boy in a blue shirt swings horizontally upside down?",236,16,0.9375,0.2421,15,0,1,1.8497,0.13564,0.3683,0.4122,0.5924,0,0
"Which object, first shown as a shiny household fixture among the germ-prone items displayed after the toys, reappears later in a close-up revealing its scratched brass surface?",164,16,0.9375,0.2421,15,0,1,1.7319,0.13132,0.3624,0.2944,0.6893,0,0
"During the suburban mowing sequence, when the front-mounted camera tilts upward instead of showing the lawn ahead, what scene does it primarily reveal?",148,16,0.9375,0.2421,15,0,1,1.7135,0.13124,0.3623,0.276,0.625,0,0
"After the riders guide their horses through the shallow, rocky stream, which natural feature do they subsequently reach and enjoy?",191,16,0.9375,0.2421,15,0,1,1.6555,0.1226,0.3501,0.218,0.6,0,0
"After the lens is first inserted using finger-held eyelids, what colored tool is later employed to lift and remove the rigid contact lens from the eye?",139,16,0.9375,0.2421,15,0,1,2.0706,0.11167,0.3342,0.6331,0.8535,0,0
"After completing the lotion application demonstration and while still talking to the camera, what object does the girl later hold and repeatedly use to wipe her face?",223,16,0.9375,0.2421,15,0,1,1.6427,0.10412,0.3227,0.2052,0.5,0,0
"Compared with his balcony speech where he held only a microphone, what additional object does the singer grasp when he later performs indoors?",136,16,0.9375,0.2421,15,0,1,1.8116,0.09704,0.3115,0.3741,0.7233,0,0
Which subject is illustrated on the second poster that the person tapes beside the pre-hung “We Can Do It!” poster near the video’s end?,203,16,0.9375,0.2421,15,0,1,1.6588,0.09608,0.31,0.2213,0.635,0,0
"After the series of gym exercises ends and the scene shifts to François Bourque’s downhill run, which beverage brand’s banner is visible beside the snowy racecourse?",187,16,0.9375,0.2421,15,0,1,1.9852,0.09532,0.3087,0.5477,0.8127,0,0
What scene appears right after the man in the red shirt inside the convenience store flashes a thumbs-up to the camera?,202,16,0.9375,0.2421,15,0,1,2.1287,0.09202,0.3033,0.6912,0.93,0,0
"After the huskies are first shown tethered around the trees in the snowy forest, what collective task are they later shown performing with human assistance?",173,16,0.9375,0.2421,15,0,1,2.0891,0.09198,0.3033,0.6516,0.9011,0,0
"After the person employs a tool to remove the bathroom sink’s drain cover, what color is the cable they subsequently insert into the drain?",180,16,0.9375,0.2421,15,0,1,1.7211,0.0914,0.3023,0.2836,0.4943,0,0
Which manicure product is introduced after the pale pink varnish is applied and before the later steps that use clear varnish and glitter?,205,16,0.9375,0.2421,15,0,1,2.0017,0.08767,0.2961,0.5642,0.7729,0,0
"After clearing the 12.6-foot bar earlier, to what height is the crossbar set for the athlete’s later successful pole vault?",159,16,0.9375,0.2421,15,0,1,1.6686,0.08658,0.2942,0.2311,0.4091,0,0
"After the welder finishes cleaning the joint with a wire brush, what arrangement of welds is highlighted in the next close-up shot before a tool approaches?",208,16,0.9375,0.2421,15,0,1,2.0427,0.08583,0.293,0.6052,0.91,0,0
What color shirts are the guides wearing both when they first welcome the tourists off the bus and later when they lead the camels during the ride?,238,16,0.9375,0.2421,15,0,1,2.1903,0.08463,0.2909,0.7528,0.9461,0,0
Which cloth does the woman first wash by the stream and later wedge into a crack in the rock?,220,16,0.9375,0.2421,15,0,1,2.0963,0.08448,0.2907,0.6588,0.9524,0,0
"During the close-up knitting demonstrations that follow the instructor’s initial desk explanation, which hand wears the visible silver ring while manipulating the needles?",205,16,0.9375,0.2421,15,0,1,1.7762,0.08368,0.2893,0.3387,0.5416,0,0
"During the sequences that cut from a man talking outside the Bollinger building back to an indoor workshop, what specific welding process—named on the equipment—is shown being performed by the welder?",221,16,0.9375,0.1654,14,2,0,2.0036,0.08308,0.2882,0.5661,0.9283,0,0
"During the segment labeled ""Upwind - Incorrect Set Up"", what number is visible on the sail of the boat?",205,16,0.9375,0.2421,15,0,1,2.103,0.08142,0.2853,0.6655,0.9324,0,0
"After the purple opening titles introduce a ""special guest,"" what distinctive headwear does that guest wear when she later joins Dee and Marie in front of the wooden door?",203,16,0.9375,0.2421,15,0,1,1.8345,0.08104,0.2847,0.397,0.7338,0,0
"After the creamy substance is spread over the seated woman’s face, what object does the standing woman hold while explaining its benefits in the next shot before the red curtains?",211,16,0.9375,0.2421,15,0,1,1.7449,0.08002,0.2829,0.3074,0.5882,0,0
What piece of furniture supports the child both when they first stretch toward the counter and later when they sit at the sink playing in the water?,229,16,0.9375,0.2421,15,0,1,1.9413,0.07971,0.2823,0.5038,0.75,0,0
